Brand,Category,Color,Size,Material,Price,Bought_Date,Original_Price,Usage_Level
Under Armour,T-shirt,Blue,XL,Cotton,125,2024-03-03 06:24:21.031382,151.96,0
Puma,Jacket,Blue,XS,Cotton,144,2022-10-26 06:24:21.031382,197.09,1
Adidas,Sweater,Blue,S,Nylon,76,2022-03-19 06:24:21.031382,97.03,5
Nike,Jeans,Blue,XL,Nylon,102,2022-03-11 06:24:21.031382,120.49,3
Under Armour,T-shirt,Blue,XL,Polyester,112,2023-06-01 06:24:21.031382,155.23,4
Reebok,Dress,Blue,XS,Nylon,111,2024-10-30 06:24:21.031382,132.75,1
Reebok,Jeans,Red,S,Cotton,133,2024-03-28 06:24:21.031382,165.04,0
Reebok,Sweater,Blue,XL,Denim,119,2022-03-12 06:24:21.031382,157.68,2
Under Armour,Jeans,Yellow,S,Nylon,83,2021-10-14 06:24:21.031382,117.41,0
Puma,Jacket,Green,XL,Nylon,110,2024-08-23 06:24:21.031382,160.12,0
New Balance,Jeans,Green,XS,Polyester,192,2020-12-29 06:24:21.031382,240.29,3
Under Armour,Dress,White,XS,Wool,87,2025-06-10 06:24:21.031382,100.91,4
Adidas,Jacket,Black,S,Wool,159,2022-07-17 06:24:21.031382,176.38,0
Adidas,Jacket,White,XS,Silk,169,2020-12-02 06:24:21.031382,236.65,0
Puma,Sweater,Blue,L,Silk,91,2023-01-25 06:24:21.031382,132.79,0
Reebok,Shoes,White,XS,Denim,45,2021-01-22 06:24:21.031382,60.78,1
Under Armour,Jeans,Blue,M,Polyester,146,2024-11-06 06:24:21.031382,198.94,1
Puma,Shoes,Red,XS,Polyester,35,2020-10-04 06:24:21.031382,47.11,5
New Balance,Sweater,Yellow,S,Denim,31,2020-08-04 06:24:21.031382,34.62,1
Nike,Jacket,Green,XXL,Wool,183,2024-01-12 06:24:21.031382,261.88,4
Adidas,Jacket,Green,XL,Polyester,154,2020-09-02 06:24:21.031382,171.25,3
Nike,Sweater,Black,L,Cotton,163,2023-04-21 06:24:21.031382,193.04,0
Nike,Jacket,Blue,S,Polyester,129,2023-04-02 06:24:21.031382,149.64,5
New Balance,Shoes,Red,S,Nylon,175,2025-06-04 06:24:21.031382,201.66,0
Under Armour,Shoes,Black,XL,Polyester,137,2023-04-03 06:24:21.031382,158.76,5
New Balance,Jeans,Black,XL,Wool,139,2025-01-03 06:24:21.031382,188.61,3
Puma,T-shirt,Black,M,Cotton,143,2022-08-29 06:24:21.031382,191.77,3
Nike,Shoes,Red,S,Silk,150,2024-08-17 06:24:21.031382,213.97,3
Nike,Sweater,Red,L,Cotton,100,2025-01-07 06:24:21.031382,137.32,5
Reebok,Dress,Blue,M,Cotton,84,2024-11-29 06:24:21.031382,110.38,3
Reebok,T-shirt,Red,M,Nylon,192,2021-08-14 06:24:21.031382,260.76,5
Nike,Dress,Black,L,Cotton,88,2022-02-22 06:24:21.031382,104.98,0
Under Armour,Jacket,Blue,XL,Polyester,72,2023-09-14 06:24:21.031382,95.93,1
Nike,T-shirt,Black,XL,Wool,82,2024-10-18 06:24:21.031382,121.85,2
Adidas,Jacket,Black,S,Cotton,55,2022-06-30 06:24:21.031382,74.02,1
Puma,Jacket,Green,M,Cotton,143,2023-12-16 06:24:21.031382,201.99,4
Under Armour,Shoes,Red,L,Polyester,57,2023-04-22 06:24:21.031382,80.54,2
New Balance,Sweater,White,L,Denim,197,2020-12-25 06:24:21.031382,228.17,1
Reebok,Dress,Green,L,Cotton,180,2020-12-16 06:24:21.031382,228.31,3
New Balance,Shoes,Green,M,Silk,148,2025-04-04 06:24:21.031382,168.81,1
Puma,Jeans,White,XS,Cotton,67,2021-06-09 06:24:21.031382,97.4,3
Adidas,Sweater,Black,XS,Cotton,99,2022-02-23 06:24:21.031382,120.53,3
Under Armour,Sweater,White,S,Cotton,141,2025-02-26 06:24:21.031382,162.97,5
Under Armour,Dress,Red,XXL,Silk,135,2020-08-13 06:24:21.031382,150.09,2
Under Armour,Sweater,Black,M,Silk,92,2020-07-24 06:24:21.031382,127.86,4
Reebok,Dress,Yellow,XXL,Silk,196,2022-01-18 06:24:21.031382,249.17,1
New Balance,Sweater,Black,M,Silk,142,2020-11-17 06:24:21.031382,175.2,3
Puma,T-shirt,Black,XS,Cotton,27,2021-10-28 06:24:21.031382,35.63,1
Adidas,Dress,Red,XL,Polyester,104,2022-02-01 06:24:21.031382,137.13,1
New Balance,Jeans,Black,XS,Wool,162,2021-06-15 06:24:21.031382,201.97,0
Nike,Shoes,White,XXL,Wool,141,2025-01-26 06:24:21.031382,174.95,2
Nike,Sweater,Black,M,Cotton,79,2023-11-18 06:24:21.031382,113.92,4
Nike,Shoes,Green,XXL,Nylon,178,2020-12-07 06:24:21.031382,215.34,1
Puma,T-shirt,White,L,Wool,174,2021-05-11 06:24:21.031382,206.06,3
Under Armour,Shoes,White,M,Silk,68,2022-09-26 06:24:21.031382,77.35,0
Adidas,Jeans,Black,S,Nylon,187,2025-05-09 06:24:21.031382,213.31,0
New Balance,Sweater,Red,XS,Polyester,193,2024-02-11 06:24:21.031382,217.37,5
Reebok,Sweater,Green,S,Denim,162,2021-07-07 06:24:21.031382,211.5,4
New Balance,Shoes,White,XS,Nylon,171,2024-10-19 06:24:21.031382,239.25,5
Under Armour,Shoes,Blue,XS,Polyester,156,2021-07-04 06:24:21.031382,197.95,3
Reebok,Shoes,White,S,Nylon,107,2023-07-13 06:24:21.031382,119.99,1
Under Armour,Jacket,Blue,S,Wool,145,2022-07-10 06:24:21.031382,169.33,1
Nike,Sweater,Black,L,Silk,191,2024-07-18 06:24:21.031382,254.4,2
Under Armour,Jeans,Green,XXL,Polyester,56,2020-08-07 06:24:21.031382,74.93,3
Nike,Jeans,Yellow,S,Polyester,137,2023-02-28 06:24:21.031382,157.72,3
Nike,T-shirt,White,XL,Nylon,171,2021-08-23 06:24:21.031382,234.46,2
Adidas,Jacket,Blue,M,Silk,91,2022-12-12 06:24:21.031382,110.66,5
Adidas,T-shirt,White,XXL,Cotton,167,2021-07-15 06:24:21.031382,192.5,0
New Balance,T-shirt,Green,L,Polyester,22,2023-09-06 06:24:21.031382,29.13,0
Reebok,Sweater,White,XS,Silk,128,2024-07-19 06:24:21.031382,177.28,2
Reebok,T-shirt,Blue,XXL,Cotton,56,2022-10-28 06:24:21.031382,74.59,1
Puma,Dress,White,XL,Polyester,128,2021-07-07 06:24:21.031382,178.42,0
Puma,Jacket,Green,S,Silk,42,2020-08-08 06:24:21.031382,59.4,0
Reebok,Sweater,Black,S,Denim,44,2020-12-02 06:24:21.031382,55.75,5
Adidas,Dress,Green,XL,Polyester,125,2023-04-30 06:24:21.031382,152.79,4
Nike,Jeans,Green,M,Wool,97,2025-06-24 06:24:21.031382,133.24,1
Puma,Jacket,Red,XL,Silk,134,2020-08-07 06:24:21.031382,166.86,5
Adidas,Jeans,Black,XS,Nylon,163,2025-07-05 06:24:21.031382,228.56,2
Nike,Shoes,White,XXL,Nylon,184,2024-10-31 06:24:21.031382,233.21,4
New Balance,Jeans,Yellow,XL,Denim,117,2021-09-04 06:24:21.031382,160.18,2
Puma,Sweater,White,XXL,Cotton,62,2024-10-13 06:24:21.031382,88.9,0
Adidas,Dress,White,L,Wool,120,2022-08-26 06:24:21.031382,150.67,0
Reebok,Jacket,Blue,XL,Denim,74,2024-03-10 06:24:21.031382,108.59,4
Adidas,Sweater,Green,XL,Cotton,86,2023-07-13 06:24:21.031382,115.31,0
New Balance,T-shirt,Green,XS,Nylon,128,2025-03-19 06:24:21.031382,172.72,0
Puma,Jacket,Black,XS,Silk,83,2024-11-15 06:24:21.031382,107.44,2
Nike,Sweater,Red,M,Denim,156,2023-11-13 06:24:21.031382,201.21,3
Puma,Jacket,White,XS,Wool,14,2020-12-15 06:24:21.031382,19.92,5
Under Armour,Jacket,Blue,XS,Polyester,17,2023-07-03 06:24:21.031382,24.84,5
New Balance,Sweater,Yellow,XS,Denim,141,2021-11-18 06:24:21.031382,201.96,0
Reebok,Jeans,Green,XL,Denim,58,2024-03-08 06:24:21.031382,67.96,0
Under Armour,Jeans,Red,XL,Polyester,86,2021-02-12 06:24:21.031382,115.28,1
Puma,Sweater,Blue,XS,Silk,47,2021-04-13 06:24:21.031382,60.31,5
Puma,Jacket,Blue,S,Nylon,126,2022-04-01 06:24:21.031382,156.2,2
Adidas,Jeans,Yellow,XS,Denim,58,2024-01-28 06:24:21.031382,69.99,1
Adidas,Dress,Black,XS,Denim,119,2022-06-20 06:24:21.031382,141.58,0
Under Armour,T-shirt,White,XXL,Cotton,189,2022-11-30 06:24:21.031382,228.2,3
New Balance,T-shirt,Blue,M,Nylon,59,2022-12-11 06:24:21.031382,78.2,1
Adidas,Dress,Blue,XS,Silk,81,2022-04-15 06:24:21.031382,100.88,3
Adidas,Dress,White,XS,Nylon,100,2023-07-06 06:24:21.031382,123.58,4
Under Armour,Dress,Yellow,XXL,Cotton,187,2024-10-28 06:24:21.031382,225.16,0
Adidas,Jacket,White,M,Cotton,39,2022-05-05 06:24:21.031382,44.83,5
Under Armour,Jeans,Green,XS,Wool,13,2020-11-10 06:24:21.031382,16.51,1
Nike,Dress,Black,XS,Denim,84,2023-05-20 06:24:21.031382,116.65,1
Under Armour,Sweater,Yellow,L,Wool,94,2024-02-23 06:24:21.031382,128.36,1
Adidas,Shoes,Green,XXL,Wool,75,2023-10-19 06:24:21.031382,95.44,3
New Balance,T-shirt,Yellow,M,Denim,129,2024-09-02 06:24:21.031382,187.7,4
Reebok,T-shirt,White,M,Nylon,30,2023-08-17 06:24:21.031382,34.92,0
Reebok,Dress,White,L,Denim,52,2021-08-10 06:24:21.031382,76.9,2
Under Armour,Jeans,Yellow,M,Polyester,38,2025-02-20 06:24:21.031382,46.23,5
New Balance,Dress,White,XXL,Nylon,164,2025-02-15 06:24:21.031382,227.32,5
Reebok,Sweater,Yellow,S,Denim,97,2024-02-28 06:24:21.031382,130.73,5
New Balance,Dress,Red,XL,Cotton,190,2022-06-09 06:24:21.031382,272.83,5
Reebok,Jacket,White,XL,Wool,58,2025-02-18 06:24:21.031382,78.06,3
Adidas,Dress,Yellow,XXL,Silk,112,2022-05-14 06:24:21.031382,127.87,5
Nike,Jacket,White,M,Polyester,19,2023-12-22 06:24:21.031382,27.23,1
Nike,Jeans,Green,XL,Nylon,12,2024-05-06 06:24:21.031382,15.88,0
Adidas,Shoes,Green,XS,Polyester,126,2025-03-23 06:24:21.031382,183.69,5
New Balance,Jeans,Blue,XS,Silk,118,2022-05-13 06:24:21.031382,176.54,3
Nike,Sweater,White,S,Denim,99,2024-07-15 06:24:21.031382,129.34,3
Under Armour,Jeans,Red,L,Wool,134,2024-09-17 06:24:21.031382,199.38,3
Nike,Jacket,Green,XXL,Wool,127,2021-04-29 06:24:21.031382,180.26,0
Reebok,Jeans,Red,XL,Cotton,110,2020-10-18 06:24:21.031382,150.5,4
Adidas,Jacket,Blue,S,Denim,100,2020-11-23 06:24:21.031382,139.07,1
Puma,Sweater,Red,XL,Denim,78,2021-06-19 06:24:21.031382,113.14,4
Reebok,Jacket,Green,XS,Nylon,115,2022-01-12 06:24:21.031382,131.62,0
Reebok,Dress,Black,S,Cotton,20,2021-03-05 06:24:21.031382,29.8,5
Under Armour,Jeans,Red,XXL,Polyester,22,2022-07-14 06:24:21.031382,31.21,4
Puma,T-shirt,White,S,Silk,114,2023-12-15 06:24:21.031382,148.94,1
Under Armour,Dress,Red,L,Denim,175,2022-01-06 06:24:21.031382,217.18,3
Adidas,Shoes,Black,XS,Silk,177,2023-12-13 06:24:21.031382,224.42,1
Puma,Jacket,Yellow,S,Denim,170,2021-05-13 06:24:21.031382,192.6,4
New Balance,Shoes,Black,XS,Cotton,132,2022-12-05 06:24:21.031382,175.19,3
Adidas,Shoes,Yellow,XS,Cotton,43,2021-05-08 06:24:21.031382,61.77,0
Nike,Shoes,Black,M,Polyester,164,2020-07-22 06:24:21.031382,245.9,4
Reebok,Dress,Red,M,Wool,109,2022-04-17 06:24:21.031382,157.75,1
Nike,Dress,Yellow,L,Silk,60,2025-04-10 06:24:21.031382,87.15,4
Adidas,Dress,Yellow,XS,Denim,98,2023-04-05 06:24:21.031382,124.41,4
Under Armour,Dress,Black,M,Denim,30,2025-02-19 06:24:21.031382,39.56,0
New Balance,Jacket,Red,XXL,Cotton,166,2020-10-07 06:24:21.031382,206.13,4
Reebok,Jeans,Red,XXL,Denim,82,2025-06-08 06:24:21.031382,120.04,4
Reebok,Jeans,Red,XL,Silk,28,2025-07-02 06:24:21.031382,41.53,3
Puma,Dress,Yellow,XS,Wool,163,2024-02-06 06:24:21.031382,233.77,2
New Balance,T-shirt,Yellow,S,Silk,162,2022-08-12 06:24:21.031382,203.59,1
Nike,Jeans,White,XS,Wool,49,2021-06-02 06:24:21.031382,68.45,0
New Balance,Jacket,White,S,Wool,133,2024-12-08 06:24:21.031382,190.68,1
Adidas,Jacket,Yellow,L,Nylon,38,2024-05-23 06:24:21.031382,51.8,1
Adidas,Jeans,Red,M,Polyester,162,2021-03-25 06:24:21.031382,185.24,5
Adidas,Jacket,Blue,XL,Silk,156,2021-07-11 06:24:21.031382,213.99,3
Adidas,Jacket,Blue,M,Wool,182,2025-05-16 06:24:21.031382,204.79,4
Under Armour,Sweater,Yellow,XXL,Silk,55,2024-05-22 06:24:21.031382,69.39,3
New Balance,Jacket,Yellow,S,Cotton,64,2021-06-10 06:24:21.031382,74.55,3
Adidas,Jeans,Red,XXL,Polyester,10,2020-11-25 06:24:21.031382,12.15,0
Under Armour,Jeans,Red,L,Polyester,148,2023-02-26 06:24:21.031382,177.98,0
New Balance,Shoes,Blue,S,Cotton,144,2021-11-08 06:24:21.031382,164.82,4
Under Armour,Shoes,Blue,XXL,Cotton,109,2022-10-29 06:24:21.031382,162.33,1
Puma,T-shirt,Black,L,Silk,195,2023-07-15 06:24:21.031382,259.89,2
Puma,Dress,Red,XXL,Nylon,157,2024-07-14 06:24:21.031382,184.84,4
Nike,Jeans,Green,L,Silk,172,2023-01-27 06:24:21.031382,190.3,4
Adidas,Jacket,Black,XXL,Silk,60,2022-11-20 06:24:21.031382,88.73,2
Under Armour,Shoes,Red,XL,Wool,112,2023-12-04 06:24:21.031382,138.07,4
Puma,Shoes,Green,XL,Silk,30,2024-01-20 06:24:21.031382,34.19,0
Adidas,T-shirt,Green,M,Polyester,181,2021-08-04 06:24:21.031382,236.15,4
Puma,Sweater,Yellow,XL,Denim,128,2024-02-26 06:24:21.031382,155.93,4
Puma,Shoes,Yellow,S,Nylon,138,2021-07-27 06:24:21.031382,191.78,2
Nike,T-shirt,Green,S,Cotton,119,2023-10-23 06:24:21.031382,168.79,4
Under Armour,Jacket,Green,XXL,Polyester,115,2022-12-20 06:24:21.031382,149.33,4
Under Armour,Jeans,White,XXL,Cotton,150,2024-01-30 06:24:21.031382,173.4,4
New Balance,T-shirt,Black,L,Wool,25,2022-09-21 06:24:21.031382,36.48,5
New Balance,Jacket,Green,M,Silk,128,2020-11-13 06:24:21.031382,176.22,0
Puma,Sweater,Yellow,XXL,Wool,43,2024-05-29 06:24:21.031382,57.77,2
Adidas,Shoes,Yellow,M,Cotton,161,2024-11-03 06:24:21.031382,228.78,1
New Balance,T-shirt,Yellow,M,Silk,150,2024-09-07 06:24:21.031382,168.81,4
Under Armour,Jacket,Blue,L,Denim,143,2020-08-13 06:24:21.031382,168.81,2
New Balance,Dress,Black,XL,Denim,48,2024-05-16 06:24:21.031382,66.19,0
Nike,Jeans,Black,XS,Silk,11,2022-10-09 06:24:21.031382,14.98,1
Under Armour,Jacket,Black,S,Wool,20,2024-07-16 06:24:21.031382,22.66,4
Nike,Dress,White,L,Cotton,16,2021-06-30 06:24:21.031382,18.21,5
Adidas,Jeans,Blue,S,Nylon,135,2023-12-23 06:24:21.031382,149.93,1
New Balance,Shoes,Black,XL,Wool,16,2023-06-15 06:24:21.031382,21.64,4
Puma,Jeans,Blue,XL,Polyester,112,2022-08-25 06:24:21.031382,130.41,4
Adidas,Jeans,Blue,L,Polyester,176,2023-02-11 06:24:21.031382,218.69,0
New Balance,Dress,Green,L,Polyester,85,2024-08-13 06:24:21.031382,101.37,3
New Balance,T-shirt,Blue,XS,Cotton,124,2023-12-13 06:24:21.031382,166.47,3
Adidas,Shoes,Red,M,Polyester,95,2021-12-13 06:24:21.031382,130.87,2
Nike,Dress,Red,XS,Polyester,136,2022-01-12 06:24:21.031382,161.19,2
Adidas,Dress,White,L,Silk,124,2024-02-29 06:24:21.031382,150.67,0
Puma,Jacket,White,XS,Silk,188,2023-03-23 06:24:21.031382,229.85,2
Under Armour,Jacket,Black,XXL,Silk,61,2023-11-02 06:24:21.031382,71.44,2
Nike,Sweater,Red,XXL,Cotton,12,2023-07-13 06:24:21.031382,17.3,1
New Balance,Dress,White,XXL,Polyester,86,2024-05-26 06:24:21.031382,98.8,5
Nike,Dress,White,S,Wool,167,2024-01-27 06:24:21.031382,208.96,2
Adidas,Sweater,Green,XL,Polyester,19,2022-05-04 06:24:21.031382,25.85,1
Adidas,Dress,Red,XL,Silk,125,2021-03-27 06:24:21.031382,163.32,2
New Balance,Dress,Blue,XS,Denim,143,2025-05-08 06:24:21.031382,211.71,0
Adidas,Sweater,White,XXL,Polyester,126,2021-03-19 06:24:21.031382,170.29,3
Reebok,Sweater,White,M,Silk,191,2023-12-27 06:24:21.031382,250.15,0
Puma,Sweater,Red,L,Polyester,53,2022-11-21 06:24:21.031382,76.85,2
Adidas,Jeans,Yellow,XL,Denim,89,2021-06-08 06:24:21.031382,112.04,4
Reebok,Jacket,White,XS,Cotton,72,2022-01-27 06:24:21.031382,82.89,5
Nike,Sweater,Green,L,Nylon,86,2021-01-07 06:24:21.031382,117.49,2
Puma,Jeans,Black,XL,Nylon,57,2021-04-02 06:24:21.031382,79.28,0
Reebok,Shoes,Yellow,XXL,Polyester,86,2025-01-04 06:24:21.031382,127.53,1
Nike,Jacket,Green,XS,Wool,159,2024-05-22 06:24:21.031382,202.01,0
Under Armour,Sweater,Green,L,Polyester,130,2020-12-06 06:24:21.031382,185.4,3
Under Armour,Shoes,Green,M,Denim,28,2020-08-20 06:24:21.031382,31.99,4
Puma,Dress,Red,XS,Polyester,99,2025-06-23 06:24:21.031382,146.44,5
Reebok,Dress,Red,XS,Nylon,23,2021-06-12 06:24:21.031382,26.87,5
Reebok,Jacket,Yellow,XS,Polyester,102,2023-09-07 06:24:21.031382,130.46,5
Nike,T-shirt,Yellow,XL,Polyester,115,2020-12-01 06:24:21.031382,137.34,1
Under Armour,Jacket,Blue,M,Silk,16,2025-01-26 06:24:21.031382,20.62,1
Under Armour,Jeans,Blue,XXL,Polyester,110,2022-01-05 06:24:21.031382,139.69,4
Adidas,Dress,Blue,M,Silk,58,2023-12-14 06:24:21.031382,85.72,2
New Balance,Shoes,Green,XXL,Cotton,50,2024-09-28 06:24:21.031382,63.51,5
New Balance,Shoes,Black,XS,Wool,164,2021-03-03 06:24:21.031382,233.84,1
New Balance,Dress,Blue,XXL,Polyester,168,2024-08-04 06:24:21.031382,249.94,1
Reebok,Sweater,Yellow,XS,Silk,143,2021-05-29 06:24:21.031382,182.13,3
New Balance,Jeans,Black,M,Denim,153,2024-06-09 06:24:21.031382,218.36,0
Puma,T-shirt,Blue,L,Denim,47,2021-11-08 06:24:21.031382,57.98,1
Under Armour,Jeans,Red,XS,Silk,69,2021-10-14 06:24:21.031382,100.82,4
Puma,Jeans,White,M,Denim,123,2025-02-09 06:24:21.031382,145.59,1
New Balance,Jeans,Blue,XL,Denim,105,2023-07-28 06:24:21.031382,144.52,0
Puma,Jeans,Blue,M,Polyester,106,2021-06-05 06:24:21.031382,120.06,1
Adidas,T-shirt,Green,L,Nylon,42,2024-01-15 06:24:21.031382,48.4,2
Under Armour,Jeans,Green,XS,Nylon,72,2022-08-08 06:24:21.031382,87.86,3
Puma,T-shirt,Blue,XXL,Polyester,148,2022-11-16 06:24:21.031382,218.27,4
Under Armour,Jacket,Green,M,Polyester,150,2022-04-30 06:24:21.031382,214.75,2
Adidas,Shoes,Red,S,Nylon,103,2023-12-09 06:24:21.031382,128.18,1
New Balance,Jeans,Black,XS,Polyester,74,2021-05-24 06:24:21.031382,105.27,0
Nike,Sweater,Black,XS,Polyester,167,2024-01-25 06:24:21.031382,224.63,1
Nike,T-shirt,Green,S,Nylon,100,2021-12-31 06:24:21.031382,112.04,4
Nike,Shoes,Blue,XS,Silk,160,2021-02-26 06:24:21.031382,180.19,0
Puma,Shoes,Red,XL,Cotton,157,2021-11-07 06:24:21.031382,192.02,4
Puma,T-shirt,Red,XL,Polyester,143,2022-11-24 06:24:21.031382,170.71,2
Puma,Shoes,Yellow,L,Nylon,46,2021-07-24 06:24:21.031382,64.31,1
Under Armour,Jeans,Green,XXL,Denim,93,2025-06-19 06:24:21.031382,114.51,2
Reebok,Sweater,Yellow,L,Polyester,137,2021-02-07 06:24:21.031382,164.7,1
Under Armour,Shoes,Green,M,Polyester,15,2022-11-26 06:24:21.031382,22.14,2
Nike,Shoes,Yellow,M,Silk,102,2022-09-06 06:24:21.031382,116.29,4
Reebok,Sweater,White,XL,Cotton,164,2023-12-01 06:24:21.031382,216.6,4
Adidas,Jeans,Blue,XS,Polyester,93,2022-08-20 06:24:21.031382,122.38,4
Reebok,Sweater,Green,XXL,Cotton,150,2024-06-20 06:24:21.031382,223.72,0
Adidas,T-shirt,Black,XXL,Nylon,145,2021-01-17 06:24:21.031382,166.16,1
Puma,Shoes,Green,S,Nylon,190,2024-03-31 06:24:21.031382,238.41,5
Nike,Jeans,Black,XXL,Denim,90,2023-09-30 06:24:21.031382,120.52,5
Puma,Jeans,Yellow,XL,Wool,167,2021-06-27 06:24:21.031382,204.23,4
Under Armour,Jeans,Yellow,L,Silk,10,2021-04-15 06:24:21.031382,11.12,2
New Balance,Jacket,Blue,L,Nylon,84,2020-12-03 06:24:21.031382,123.8,4
Puma,Jeans,Black,L,Denim,141,2023-01-03 06:24:21.031382,156.78,0
Puma,Dress,Blue,XXL,Polyester,71,2024-08-14 06:24:21.031382,95.8,4
Reebok,Dress,Red,XXL,Polyester,77,2022-09-04 06:24:21.031382,94.92,3
Adidas,T-shirt,Black,S,Nylon,154,2020-12-08 06:24:21.031382,227.12,3
Nike,Jacket,Green,L,Wool,122,2024-02-25 06:24:21.031382,134.67,2
Puma,Jacket,Black,L,Denim,94,2020-08-13 06:24:21.031382,117.89,5
Puma,Sweater,Yellow,M,Silk,126,2022-06-29 06:24:21.031382,150.07,5
Adidas,Jeans,White,XS,Denim,66,2022-01-08 06:24:21.031382,83.68,2
Under Armour,Dress,White,XXL,Wool,72,2024-04-23 06:24:21.031382,93.63,3
Under Armour,Jacket,Blue,XS,Cotton,194,2024-10-30 06:24:21.031382,273.2,0
Reebok,Dress,Red,S,Silk,58,2024-09-24 06:24:21.031382,66.87,1
Adidas,Dress,Blue,L,Silk,155,2023-05-02 06:24:21.031382,175.86,1
Puma,Jeans,Red,M,Polyester,127,2025-06-27 06:24:21.031382,154.36,0
Under Armour,Dress,White,XS,Silk,195,2022-04-07 06:24:21.031382,268.23,0
Under Armour,T-shirt,Yellow,S,Silk,19,2021-07-23 06:24:21.031382,23.83,0
Nike,T-shirt,White,M,Polyester,89,2023-02-25 06:24:21.031382,132.79,4
Nike,Jacket,White,L,Silk,171,2024-08-20 06:24:21.031382,228.48,4
New Balance,Jacket,Blue,S,Wool,142,2021-09-24 06:24:21.031382,174.83,3
Reebok,Sweater,Green,XXL,Silk,154,2020-12-16 06:24:21.031382,177.7,2
Under Armour,Dress,Green,M,Nylon,81,2025-02-11 06:24:21.031382,89.22,5
Under Armour,Jacket,Blue,XS,Silk,72,2022-01-05 06:24:21.031382,99.85,5
Adidas,Jeans,White,XL,Silk,33,2022-10-29 06:24:21.031382,47.16,1
Nike,Jacket,White,XS,Cotton,101,2021-09-13 06:24:21.031382,143.66,0
Nike,T-shirt,Blue,XL,Cotton,120,2023-05-08 06:24:21.031382,145.24,4
Under Armour,Dress,Red,S,Denim,17,2023-09-20 06:24:21.031382,19.4,4
Reebok,T-shirt,Blue,M,Wool,32,2024-04-21 06:24:21.031382,36.63,5
Under Armour,Jacket,White,M,Cotton,108,2024-01-15 06:24:21.031382,138.08,2
Puma,Jacket,White,M,Denim,168,2024-01-10 06:24:21.031382,217.72,0
Nike,T-shirt,Red,L,Wool,90,2023-09-28 06:24:21.031382,114.1,3
Nike,Shoes,Blue,XS,Denim,165,2024-05-29 06:24:21.031382,199.25,4
Adidas,Sweater,White,XL,Cotton,57,2021-09-07 06:24:21.031382,62.71,5
Reebok,Sweater,Blue,L,Cotton,124,2023-01-09 06:24:21.031382,159.59,2
Adidas,Jacket,Black,S,Polyester,21,2022-01-16 06:24:21.031382,29.95,2
Nike,Sweater,Red,S,Wool,88,2020-10-20 06:24:21.031382,130.5,3
New Balance,T-shirt,Yellow,XXL,Denim,40,2021-04-30 06:24:21.031382,45.11,4
Reebok,Dress,Green,XXL,Silk,100,2025-01-09 06:24:21.031382,139.39,5
Under Armour,Jacket,Red,L,Cotton,44,2021-08-10 06:24:21.031382,63.82,5
Under Armour,Jeans,Blue,XXL,Wool,64,2023-02-05 06:24:21.031382,75.69,0
New Balance,Shoes,White,XL,Silk,91,2024-04-01 06:24:21.031382,105.48,3
Reebok,Sweater,Green,S,Cotton,173,2024-02-16 06:24:21.031382,231.17,4
Puma,Sweater,Blue,XXL,Nylon,81,2021-01-31 06:24:21.031382,116.0,1
Under Armour,Jeans,Yellow,XXL,Silk,119,2024-07-22 06:24:21.031382,145.31,4
Adidas,Shoes,Red,XXL,Cotton,69,2025-06-05 06:24:21.031382,90.36,2
Under Armour,Jeans,White,XS,Cotton,122,2022-02-19 06:24:21.031382,159.81,1
Under Armour,Shoes,White,S,Denim,175,2023-07-28 06:24:21.031382,246.77,0
Puma,T-shirt,Red,XL,Silk,78,2022-01-22 06:24:21.031382,94.87,0
Under Armour,Shoes,Blue,XXL,Wool,191,2022-11-28 06:24:21.031382,232.23,2
Adidas,T-shirt,Blue,XS,Polyester,23,2021-01-14 06:24:21.031382,27.35,0
Adidas,Sweater,Red,L,Denim,111,2024-03-30 06:24:21.031382,165.25,3
New Balance,Shoes,Blue,XL,Cotton,29,2024-05-09 06:24:21.031382,38.14,3
Adidas,Dress,Red,XS,Wool,117,2025-02-26 06:24:21.031382,172.35,1
New Balance,T-shirt,Black,XXL,Nylon,18,2024-09-30 06:24:21.031382,19.92,4
Nike,Shoes,Yellow,XS,Denim,106,2023-01-08 06:24:21.031382,147.66,2
Under Armour,T-shirt,White,XS,Silk,134,2023-03-15 06:24:21.031382,161.4,1
Under Armour,Jacket,Red,XL,Wool,110,2023-06-05 06:24:21.031382,161.9,1
Reebok,Shoes,White,XXL,Wool,139,2022-04-21 06:24:21.031382,191.1,4
Puma,Jacket,Yellow,M,Wool,167,2023-05-31 06:24:21.031382,222.47,5
Nike,T-shirt,Yellow,S,Polyester,143,2024-09-10 06:24:21.031382,212.92,3
New Balance,Dress,Black,M,Polyester,178,2021-04-19 06:24:21.031382,199.58,5
Under Armour,Sweater,Red,XXL,Denim,160,2020-08-21 06:24:21.031382,178.61,1
Adidas,Jeans,Blue,S,Denim,40,2023-06-07 06:24:21.031382,59.39,3
Nike,Shoes,Blue,XL,Nylon,29,2021-11-18 06:24:21.031382,33.74,5
Nike,T-shirt,Red,S,Cotton,14,2023-11-25 06:24:21.031382,18.12,2
New Balance,Dress,Red,XXL,Polyester,158,2022-09-20 06:24:21.031382,233.65,2
Adidas,Dress,Yellow,XL,Denim,116,2023-10-05 06:24:21.031382,140.48,0
Reebok,Dress,Yellow,XS,Polyester,84,2021-12-23 06:24:21.031382,118.98,0
